index,name,place_id,lat,lng,city,state,grade,usa,iac,hm,tsa,nfo,vehicles,phone,fax,account,email,phone2,notes,contact
1493,A&W Trucking,,0,0,Dallas,TX,3,0,0,0,0,0,t,(972) 484-4800,(972) 484-1811,,jessieaynes@centurytel.net,,,Jessie Aynes
1494,All in his hands,,0,0,Dallas,TX,3,0,0,0,0,0,n,(469) 503-4348,,,,,,Sonja
1495,ASAP,,0,0,Dallas,TX,3,0,0,0,0,0,n,(877) 280-3468,(817) 652-4761,#2090,,,24-7,
1496,Beavex,,0,0,Dallas,TX,3,0,0,0,0,0,n,(214) 904-0377,(214) 508-1152,,,,,Marty Edwards
1497,Blast,,0,0,DALLAS,TX,3,0,0,0,0,0,n,(972) 966-0505,(972) 966-0606,,,,,
1498,Blast Express ,,0,0,Dallas,TX,3,0,0,0,0,0,n,(972) 554-9800,(214) 485-7099,,,"972-785-9350, 972-785-8200",,Tray or Larry
1499,Capital Couriers,,0,0,Dallas,tx,3,0,0,0,0,0,"c,t",(713) 972-1900,(713) 812-9900,,robin@capitalcouriers.com,c: 713-832-5968,,Robert
1500,"Chase Couriers, Inc.",,0,0,Dallas,TX,4,0,0,0,0,0,n,(214) 739-1315,(214) 739-1337,#2163,,,,William
1501,Daniel Ancerson,,0,0,Dallas,TX,5,6268,0,0,0,0,"c,v",(214) 710-5678,,,,,"long, $1.10-mi car, $1.25-mi van",
1502,Freight Dist.,,0,0,Dallas,TX,3,0,0,0,0,0,"v,t",(214) 396-6688,(214) 382-0958,,,,flatbed,
1503,Hazels Hot Shots,,0,0,Dallas,TX,4,0,0,1,0,0,n,(972) 620-8812,,,,,,
1504,Hotline Couriers,,0,0,Dallas,TX,3,0,0,0,0,0,n,(972) 374-9777,(214) 749-7776,,,,,Alan
1505,Jaison Tharian,,0,0,Dallas,TX,3,6258,0,0,0,0,n,(469) 601-6556,,,,,for long,
1506,JC trucking,,0,0,Dallas,TX,3,0,0,0,0,0,t,9724347767x207,,,,,,Brian
1507,JD&L,,0,0,Dallas,TX,3,0,0,0,0,0,t,(469) 556-0246,,,,,flatbed,
1508,Jet Express,,0,0,Dallas,TX,3,0,0,0,0,1,n,(866) 245-5544,(972) 245-3437,,,,nfo-aog,kelly atkins
1509,Like a Cheetah,,32.4327667,-97.8245574,Dallas,TX,4,0,0,0,0,0,"c,t,v",(817) 573-2262,,,,,flatbed,Dale
1510,Medical Exp Courier,,0,0,Dallas,TX,3,0,0,0,0,0,n,(972) 404-4666,(214) 321-5775,,,c: 214-837-8419,"Genoptix, ",Shelly
1511,Prestige Couriers,,0,0,Dallas,TX,5,0,1,0,0,0,n,(972) 242-1999,(469) 574-5548,,plsdfwdispatch@gmail.com,,good rates,Chuck
1512,Scott Jepson,,0,0,Dallas,TX,5,7701,0,0,0,0,n,(469) 233-4251,,,,,for long,
1513,Star Delivery,,0,0,Dallas,TX,3,0,0,0,0,0,n,(972) 988-0388,,,,,,Rusty
1514,Zip Delivery,,0,0,Dallas,TX,4,0,1,0,0,0,n,(214) 373-1999,(480) 393-5156,,,,,
1515,Del Rio Taxi,,0,0,Del Rio,TX,3,0,0,0,0,0,n,(830) 775-4448,(830) 774-0102,,,888-539-0300,,Tony Tores
1516,PDQ,,0,0,Edinburg,TX,3,0,0,0,0,0,n,(956) 361-1492,(956) 361-1493,,,,,Diane
1517,Beavex,,0,0,El Paso,TX,4,0,0,0,0,0,n,(915) 771-7307,,,,,,
1518,Metro Express,,0,0,El Paso,TX,4,0,0,0,0,0,n,(915) 740-8255,(915) 855-1403,,dispatch@metroexpress.us,,,
1519,R&M Courier Services,,0,0,El Paso,TX,3,0,0,0,0,0,n,(915) 781-0488,(915) 781-0491,,rmservices@sbcglobal.net,,,Marlene
1520,Sun City Express Courier,,0,0,El Paso,TX,3,0,0,0,0,0,n,(915) 873-5745,(915) 772-0161,,,,,
1521,Tristar Delivery,,0,0,El Paso,TX,3,0,0,0,0,0,n,(915) 595-9994,(915) 595-9986,,,,,Rick
1522,Quicksilver Express,,0,0,Galveston,TX,3,0,0,0,0,0,n,(409) 974-4722,(409) 539-5372,,,,,
1523,Like a Cheetah,,0,0,Granbury,TX,3,0,0,0,0,0,"c,t,v",(817) 573-2262,,,,,flatbed,Dale
1524,Byrand Moving,,0,0,Grapevine,TX,3,0,0,0,0,0,t,(877) 429-7263,(877) 429-7263,,,,,
1525,"Campbell's Delivery Service, Inc.",,0,0,Grapevine,TX,3,0,0,0,0,0,n,(956) 726-1354,(956) 726-1456,,cdslaredo@aol.com,,,Bob
1526,Errands for All,,0,0,Gregg County,TX,3,0,0,0,0,0,n,(903) 734-0374,,,,,,
1527,A fast courier,,0,0,Harlingen,TX,3,0,0,0,0,0,n,(956) 425-7333,(956) 425-3075,,,,,
1528,A1,,0,0,Houston,TX,5,0,0,0,0,0,n,(713) 664-9999,(713) 664-8459,,orders@a1delivery.com,,,Jane
1529,American Expediting,,0,0,Houston,TX,4,0,1,0,0,0,n,(281) 227-9900,(281) 227-9902,,,,,
1530,Astrocity,,0,0,Houston,TX,3,0,0,0,0,0,n,,(713) 465-4365,,,,,Donald
1531,Beavex,,0,0,Houston,TX,3,0,0,0,0,0,n,(713) 378-4987,(713) 378-4926,,,,,
1532,Capital Courier,,0,0,Houston,TX,2,0,1,0,0,0,n,(713) 972-1900,(713) 812-9900,#2105,,c: 713-832-5968,$$$,Robert
1533,DCA Expeditors,,0,0,Houston,TX,3,0,0,0,0,0,"c,t,v",(833) 322-3354,,,tprice@dcaexpeditors.com,,,
1534,Driving Solutions,,0,0,Houston,TX,3,0,0,0,0,0,v,(832) 651-2338,,,,,$45 min $1.80,Eddardo
1535,First Choice,,0,0,Houston,TX,5,0,0,0,0,0,n,(281) 645-2190,,,,,,Deenita
1536,Hazels Hot Shots,,0,0,Houston,TX,4,0,0,1,0,0,n,(713) 242-8100,,,,,,
1537,JC trucking,,0,0,Houston,TX,3,0,0,0,0,0,t,9724347767x208,,,,,,Brian
1538,Lisbon Logistics,,0,0,Houston,TX,3,0,0,0,0,0,n,(281) 914-3696,,,,,16' straight,Peter
1539,Noah's Ark Trans Co,,0,0,Houston,TX,3,0,0,0,0,0,n,(832) 866-1194,,,,,negotiable,Tochie
1540,Zoe Kach,,0,0,Houston,TX,4,6206,0,0,0,0,n,(956) 212-7812,,,,,,
1541,C&D Courier,,0,0,Killeen,TX,3,0,0,0,0,0,n,(254) 742-0648,,,,,,
1542,A-1,,0,0,Laredo,TX,3,0,0,0,0,0,n,(956) 723-9177,,,,956-949-7086,,
1543,Campbells Delivery,,0,0,Laredo,TX,3,0,0,0,0,0,n,(956) 726-1354,(956) 726-1456,,,,,
1544,Postal Box & More,,0,0,Laredo,TX,2,0,0,0,0,0,n,(956) 724-8946,(956) 717-2944,,,c: 956-754-6107,$$$$,Robert
1545,Ramo Carrier,,0,0,Laredo,TX,1,0,0,0,0,0,n,(866) 381-9915,(956) 753-6467,,ramocarriers@msn.com,"c: 956-744-9988, Richard: 956-763-9621",$100 min,Omar
1546,JC trucking,,0,0,Lewisville,TX,3,0,0,0,0,0,t,9724347767x206,,,,,,Brian
1547,Deb's Delivery,,0,0,Lubbock,TX,3,0,0,0,0,0,n,(806) 787-4055,(806) 746-5755,,,,,
1548,Sexton Air Freight,,0,0,Lubbock,TX,3,0,0,0,0,0,n,(806) 765-7476,(806) 765-7475,,,,,David
1549,Act Fast,,0,0,McAllen,TX,3,0,0,0,0,0,n,(956) 365-3278,(956) 429-4046,#162124,,956-429-4044,,
1550,City Taxi Service,,0,0,McAllen,TX,3,0,0,0,0,0,n,(956) 630-2025,,,,,,
1551,Red Top Cab,,0,0,McAllen,TX,3,0,0,0,0,0,n,(956) 687-3411,,,,,,
1552,Sandra Reiff,,0,0,McAllen,TX,5,6233,0,0,0,0,n,(956) 624-3151,,,,,,
1553,Sonia Leal,,0,0,McAllen,TX,4,6134,0,0,0,0,n,(956) 212-0381,,,,Husband (Gabriel): 956-827-1191,,
1554,Cavalier Couriers,,0,0,Midland,TX,3,0,0,0,0,0,n,(432) 618-0415,,,,,,
1555,Shelly Ridgell courier & notary,,0,0,Midland,TX,3,0,0,0,0,0,n,(432) 689-2020,,,,,,
1556,Jack Wingard,,0,0,N. El Paso,TX,3,0,0,0,0,0,"v,w",(888) 817-1990,(505) 525-9711,,gstein@barbed-wire.net,,$25 min,
1557,Elite Cab,,0,0,Nacogdoches,TX,3,0,0,0,0,0,n,(936) 645-1185,,,,,,
1558,NAC Cab,,0,0,Nacogdoches,TX,3,0,0,0,0,0,n,(936) 553-4260,,,,,,
1559,Cavalier Couriers,,0,0,Odessa,TX,2,0,0,0,0,0,n,(432) 618-0415,,,,,bad service,
1560,Independent Taxi,,0,0,Odessa,TX,3,0,0,0,0,0,n,(432) 337-0900,(432) 337-2301,,,,,
1561,Golden Triangle Courier,,0,0,Port Arthur,Tx,3,0,0,0,0,0,n,(409) 962-7514,,,,c: 409-719-2191,,
1562,Cheetah Couriers,,0,0,Rowlett,TX,3,0,0,0,0,0,n,(972) 523-6016,(972) 463-9851,,,,,Ron
1563,Courier Connection,,0,0,Rowlett,TX,3,0,0,0,0,0,n,(972) 475-8826,,,,,,
1564,Roadrunner,,0,0,Rowlett,TX,3,0,0,0,0,0,n,(972) 682-3500,(972) 682-3674,,,,,Kimberly
1565,Yellow Cab,,0,0,San Angelo,TX,3,0,0,0,0,0,n,(325) 655-5555,(325) 655-3104,,,,,
1566,Act Fast,,0,0,San Antonio,TX,4,0,0,0,0,0,n,(210) 650-3278,(210) 568-2250,,,,,
1567,American Expediting,,0,0,San Antonio,TX,3,0,1,0,0,0,n,(800) 525-3278,,,,,,
1568,Billy Joe Williams ,,0,0,San Antonio,TX,4,6302,0,1,0,0,n,(210) 620-1499,,,,,,
1569,Courier Depot,,0,0,San Antonio,TX,3,0,0,0,0,0,n,(210) 801-0734,,,,,,
1570,"Courier Works, Inc.",,0,0,San Antonio,TX,3,0,0,0,0,0,n,(800) 910-3605,(210) 227-2897,,,,,Don 
1571,Couriers of San Antonio,,29.4852117,-98.6020032,San Antonio,TX,4,0,1,0,0,0,n,(210) 523-5136,(210) 520-5213,,,a: 210-825-7373,,Rick
1572,Hazels Hot Shots,,0,0,San Antonio,TX,4,0,0,1,0,0,n,(210) 595-7875,,,,,,
1573,Sanchez Delivery service,,0,0,San Antonio,TX,5,0,0,0,0,0,n,(210) 275-8150,,,asanchez259@aol.com,,good rate,
1574,YES Delivery,,0,0,San Antonio,TX,3,0,0,0,0,0,t,(210) 348-9300,(210) 946-1701,,,,,
1575,CC Errands,,0,0,Taft,tx,3,0,0,0,0,0,n,(361) 857-8626,(361) 528-4331,,,,,Hector
1576,Bonny's Delivery Service ,,0,0,Temple,TX,3,0,0,0,0,0,n,(254) 535-4664,,#7703,,512-701-4657,,Bonny
1577,A&T Delivery,,0,0,Texarkana,TX,3,0,0,0,0,0,n,(870) 774-2886,,,,,,
1578,Act Fast,,0,0,Tyler,TX,4,0,0,0,0,0,n,(903) 561-2040,,#380126,mdav@actfastdelivery.com,"903-830-2778, c: 903-283-6444-",,
1579,Eagle One-Express,,0,0,Tyler,TX,3,0,0,0,0,0,n,(903) 526-8766,(903) 526-8765,#258,,,,
1580,Lightning Courier,,0,0,Tyler,TX,3,0,0,0,0,0,n,(903) 526-8766,(903) 526-8765,,,,,
1581,Navis Pack & Ship,,0,0,Tyler,TX,2,0,0,0,0,0,n,(903) 877-4545,(903) 877-4555,,,,$$,Steve
1582,Tyler Taxi,,0,0,Tyler,TX,3,0,0,0,0,0,n,(903) 592-3232,,,,,,
1583,Senior citizen transport,,0,0,Vernon,TX,3,0,0,0,0,0,n,(940) 839-5574,,,,,,
1584,Swift Courier,,0,0,Victoria,TX,3,0,0,0,0,0,n,(361) 572-0132,,,info@senditswift.com,"c: 979-236-1537, 979-215-7585",,Phillip
1585,Spee D Delivery,,0,0,Waco,TX,3,0,0,0,0,0,n,(254) 744-4269,(254) 741-1821,,,,,Dennis
1586,Express Delivery,,0,0,Wethersfield,TX,3,0,0,0,0,0,n,(817) 613-7489,(817) 596-7608,,,,,
1587,Ray Cannedy Security,,0,0,Wichita Falls,TX,3,0,0,0,0,0,n,(940) 322-3852,(940) 322-3859,,,,10,Mary
1588,Wichita Star Taxi,,0,0,Wichita Falls,TX,3,0,0,0,0,0,n,(940) 723-0723,(940) 696-3868,,,,,
1589,Telesis,,0,0,,TX,3,0,0,0,0,0,n,(214) 904-0377,(214) 580-1152,,,214-904-0610,,Marty
1590,Apex Express,,0,0,Flower Mound,TX ,3,0,0,0,0,0,n,(972) 409-9500,(972) 409-9501,,,,Dallas,Jay 
1591,Cedar City Taxi & Courier,,0,0,Cedar City,UT,3,0,0,0,0,0,n,(435) 559-7249,,,,,,
1592,No Excuse Delivery,,0,0,Kearns,UT,3,0,0,0,0,0,n,(801) 318-8670,,,,,,
1593,Road Runner Taxi,,0,0,Layton,UT,3,0,0,0,0,0,n,(801) 775-8294,,,,,,
1594,Sandl Courier,,0,0,Saint George,UT,3,0,0,0,0,0,n,(435) 628-6127,,,dispatcher@infowest.com,888-390-0399,fka Trex,
1595,24 Hour Express,,0,0,Salt Lake City,UT,5,0,1,0,0,0,n,(801) 330-6151,(866) 299-4337,,dispatch@24hourexpress.com,c: 801-330-6151,fka JVX,David
1596,American Expediting,,0,0,Salt Lake City,UT,3,0,1,0,0,0,n,,,,,,,
1597,K&L Courier,,0,0,Salt Lake City,UT,3,0,0,0,0,0,n,(801) 268-3120,(801) 268-0702,,,,,Kaylene=
1598,On time Courier,,0,0,Salt Lake City,UT,3,0,0,0,0,0,n,(801) 924-3100,(801) 924-3103,,,,,
1599,Veloz Delivery,,0,0,Salt Lake City,UT,3,0,0,0,1,0,"c,t,v",(801) 759-7799,,,velozdeliveryutah@gmail.com,,,
1600,Advanced Delivery Service,,0,0,Sandy,UT,3,0,0,0,0,0,n,(801) 556-8375,(801) 266-4369,,,,,Chris
1601,Advanced Delivery Service,,0,0,Taylorsville,UT,3,0,0,0,0,0,n,(801) 556-8375,(801) 266-4369,,,,,
1602,Vernal City Cab,,0,0,Vernal,UT,3,0,0,0,0,0,n,(435) 790-1212,,,,Jeff: 435-219-8562,,
1603,All Star Delivery,,0,0,West Valley,UT,3,0,0,0,0,0,n,,(801) 978-3398,,,,,Paul
1604,Stat Experts,,38.8147369,-77.1374629,Alexandria,VA,3,0,0,0,0,0,n,(703) 370-6630,,,,,,
1605,Tri City Courier,,0,0,Bristol,VA,3,0,0,0,0,0,n,(423) 217-2700,,,,,,
1606,SW Virginia Delivery Services,,0,0,Catawba,VA,3,0,0,0,0,0,n,(540) 384-6664,,,,c: 540-353-2257,,Dennis Mills
1607,Courier Service (CK Courier),,0,0,Charlottesville,VA,3,0,0,0,0,0,n,(434) 296-0147,(434) 296-0408,#4399CHO,chodispatch@csiship.com,,,Travers
1608,Lisa Schafer ,,0,0,Charlottesville,VA,4,6248,0,0,0,0,n,(609) 457-2110,,,,,,
1609,Marvin Schafer ,,0,0,Charlottesville,VA,4,6249,0,0,0,0,n,(540) 223-3340,,,,,,
1610,Elders Private Detective,,0,0,Chatham,VA,3,0,0,0,0,0,n,(434) 432-0001,,,,,,
1611,David Lee Hairston,,0,0,Danville,VA,3,0,0,0,0,0,n,(434) 793-0860,,,,c: 434-334-9411,,
1612,DDR Couriers,,0,0,Fredericksburg,VA,4,0,0,0,0,0,n,(540) 548-7060,,,jayson@ddrcourier.com,Jason: 703-822-1540,,
1613,Errands on the Run,,0,0,Fredericksburg,VA,2,0,0,0,0,0,n,(571) 239-5636,,,errandsontherun@msn.com,,$$$,Geri
1614,Patsco Mobile Locksmithing,,0,0,Fredericksburg,VA,1,6216,0,0,0,0,n,(540) 379-8323,,,,,,Pat Davis
1615,Custom Deliveries,,0,0,Harrisonburg,VA,3,0,0,0,0,0,n,(540) 433-4858,,,,,,
1616,Shenendoah,,0,0,Harrisonburg,VA,3,0,0,0,0,0,n,(540) 476-0379,,,,540-209-7088,,
1617,Way 2 Go Taxi,,0,0,Harrisonburg,VA,3,0,0,0,0,0,n,(540) 448-8462,,,tinabickley1@gmail.com,,,
1618,East West Express,,0,0,Haymarket,VA,3,0,0,0,0,0,n,(703) 225-8324,(571) 248-0141,,,,,
1619,Stephen Field trucking,,0,0,Kenbridge,VA,3,0,0,0,0,0,v,(434) 676-6869,,,,c: 434-378-1622,$1.10-mi,Steve
1620,Mobile One,,0,0,Manassas,VA,3,0,0,0,0,0,n,(877) 240-3733,,,,,,
1621,Diamond Cab,,0,0,Marion,VA,3,0,0,0,0,0,n,(276) 783-7171,,,,,,Vicki
1622,Envoy Courier,,0,0,Mechanicsville,VA,3,0,0,0,0,0,n,(800) 356-1415,(804) 730-3438,#usa1444,,,,Tom
1623,World Distribution,,0,0,Norfolk,VA,3,0,0,1,0,0,n,(757) 741-5820,,,,,,
1624,Blue & White Cabs,,0,0,Pulaski,VA,3,0,0,0,0,0,n,(540) 980-7420,,,,,,Herman
1625,Atlantis Courier,,0,0,Reston,VA,3,0,0,0,0,0,n,(703) 467-0363,,,,,,Shelrazd
1626,American Expediting,,0,0,Richmond,VA,4,0,1,0,0,0,n,(800) 288-0345,,,,,,
1627,Courier One Delivery Systems Inc.,,0,0,Richmond,VA,3,0,0,0,0,0,n,,,,,,,
1628,Downtown Direct,,0,0,Richmond,VA,3,0,0,0,0,0,n,(804) 640-8051,,,,,,
1629,Joseph Bugg,,0,0,Richmond,VA,4,6288,0,1,0,0,n,(804) 892-3516,,,,,,
1630,Lasership,,37.5818369,-77.4808859,Richmond,VA,3,0,0,0,0,0,n,(804) 648-4888,(804) 648-4892,,,,,Brenda
1631,Lisa Schafer,,0,0,Richmond,VA,4,6248,0,0,0,0,"c,v",(609) 457-2110,,,,,,
1632,"Professional Courier, Inc.",,0,0,Richmond,VA,5,0,0,0,0,0,n,(800) 332-4003,(804) 527-0024,,dispatch@professionalcourier.net,,,Edward
1633,B2B Courier,,0,0,Roanoke,VA,4,0,0,0,0,0,n,(336) 525-1554,,,B2BCOURIERSERVICES@gmail.com,,Good rates,
1634,City Cab Mirza,,0,0,Roanoke,VA,3,0,0,0,0,0,n,(540) 815-5958,(540) 343-5050,,,540-815-5050,for locals,
1635,Emilie Roush,,0,0,Roanoke,VA,4,6264,0,0,0,0,n,(571) 235-6207,,,,,,
1636,Nations Express,,0,0,Roanoke,VA,3,0,0,0,0,0,n,(540) 265-1193,(540) 366-7861,,,,,Ronnie
1637,Peter Kirwan ,,0,0,Roanoke,VA,4,6167,0,0,0,0,n,(540) 808-5444,,,,,,
1638,Peter Laws ,,0,0,Roanoke,VA,4,6257,0,0,0,0,n,(540) 449-2368,,,,,,
1639,Samantha Sessoms ,,0,0,Roanoke,VA,4,6261,0,0,0,0,n,(540) 293-6858,,,,,,
1640,Security Transport & Delivery,,0,0,Roanoke,VA,3,0,0,0,0,0,n,(540) 977-5521,(540) 977-5529,,,,,
1641,Send Urgent Package,,0,0,Roanoke,VA,3,0,0,0,0,0,n,(866) 438-7225,(540) 981-0824,,,,,
1642,National Express,,0,0,Sandston,VA,3,0,0,0,0,0,"c,t",(804) 222-2322,(804) 222-4680,,,,,Jimmy
1643,Marvin Williams ,,0,0,Stony Creek,VA,3,6254,0,0,0,0,n,(804) 396-5823,,,,,,
1644,Access Courier,,0,0,Virginia Beach,VA,3,0,0,0,0,0,n,(757) 479-3959,(757) 366-3196,,,,,Tony
1645,American Expediting,,0,0,Virginia Beach,VA,5,0,1,0,0,0,n,(804) 275-3220,(804) 275-3211,#23313,,,,
1646,Cardinal Messenger,,0,0,Virginia Beach,VA,5,0,0,0,0,0,n,(757) 271-6208,(888) 830-0155,,,,,
1647,Mobile One Couriers,,0,0,Virginia Beach,VA,3,0,0,0,0,0,n,(757) 622-9500,(757) 622-5409,,,,,Eric
1648,William Fund,,0,0,Virginia Beach,VA,4,6189,0,0,0,0,n,(757) 576-3173,,,,,long,
1649,Larry's Courier Service,,0,0,Weems,VA,3,0,0,0,0,0,n,(804) 438-9412,,,,,one man show,Larry Lucas
1650,Colonial Capital Cab,,0,0,Williamsburg,VA,3,0,0,0,0,0,n,(757) 775-7266,,,zuhairsuid@outlook.com,,,Zuhir Suid
1651,Estes Express Lines,,0,0,Winchester,VA,1,0,0,0,0,0,n,(540) 662-1935,(540) 678-0094,,,,,Celeste
1652,Executive Limo,,0,0,Winchester,VA,3,0,0,0,0,0,n,(540) 667-0111,,,execlimo@comcast.net,,,
1653,Polly's Cab,,0,0,Winchester,VA,3,0,0,0,0,0,n,(540) 662-4111,,,,,,
1654,S & H Courier Inc.,,0,0,Woodbridge,VA,3,0,0,0,0,0,n,(800) 528-9776,(703) 730-1214,,,,15,Chip
1655,Mobile One Couriers,,0,0,Yorktown,VA,3,0,0,0,0,0,n,(757) 874-8748,,,,,,
1656,Native son Taxi,,0,0,St Croix,vi,3,0,0,0,0,0,n,(340) 626-2767,,,,,,
1657,Jirah,,0,0,St John ,VI,3,0,0,0,0,0,n,(340) 776-9414,(340) 776-6505,,,,fka Rush IT,Vilma
1658,4C's Messenger Service,,0,0,St Thomas,VI,4,0,0,0,0,0,n,(340) 513-3606,,,,h: 340-776-8317,,Calvert
1659,Jirah,,0,0,St Thomas,VI,3,0,0,0,0,0,n,(340) 776-9414,(340) 776-6505,,,Tracy: 770-413-9639-,"fka Rush IT, St Croix",
1660,B&B cab,,0,0,Burlington,VT,3,0,0,0,0,0,n,(802) 862-3300,,,,,,
1661,Rush Delivery ,,0,0,Burlington,VT,3,0,0,0,0,0,n,(802) 318-8222,,,,,,Dan
1662,White Glove Delivery,,0,0,Burlington,VT,3,0,0,0,0,0,t,(802) 922-1403,(802) 497-0908,,,,,Lilian
1663,Manchester All Hour Taxi,,0,0,Manchester,VT,3,0,0,0,0,0,n,(802) 362-0062,(802) 362-3811,,,,,
1664,Town Taxi,,0,0,St Johnsbury,VT,3,0,0,0,0,0,n,(802) 748-1119,,,,,,
1665,Green Mountain Messenger,,0,0,Williston,VT,5,0,0,0,0,0,n,(800) 648-2855,(802) 865-1106,,,,,Abbott
1666,MDQ FAST FREIGHT & COURIER,,0,0,Auburn,WA,3,0,0,0,0,0,n,(206) 391-9058,(253) 737-4598,,DANIEL@MDQFASTFREIGHT.COM,,,DANIEL MACK
1667,City Parcel Delivery,,0,0,Bellevue,WA,3,0,0,0,0,0,n,(866) 646-9224,(425) 216-2229,#3044,,,,
1668,Exprees Delivery Courier Service,,0,0,Bellingham,WA,3,0,0,0,0,0,n,(360) 305-7634,,,expressdeliveryi5@yahoo.com,,,
1669,Jerry Cook ,,0,0,Clarkson,WA,3,6282,0,0,0,0,n,(509) 780-1540,,,,,,
1670,Alpha Courier,,0,0,Everett,WA,3,0,0,0,0,0,n,(425) 258-2614,(425) 252-9095,,,,,
1671,PCS,,0,0,Fife,WA,3,0,0,0,0,0,n,(253) 926-9991,(253) 926-9993,,glb4pcs@aol.com,,,Grady Brown
1672,Pacific Courier,,0,0,Kennewick,WA,3,0,0,0,0,0,n,(866) 553-0030,(503) 553-0035,,,,,
1673,Joe Zurick,,0,0,Kent,WA,3,0,0,0,0,0,n,(253) 951-9314,,,,253-852-3135,,
1674,On Trac,,0,0,Kent,WA,3,0,0,0,0,0,n,(253) 437-5210,(206) 255-0131,,mspears@exmess.com,,,
1675,Howard Callahan,,0,0,Lakewood,WA,3,0,0,0,0,0,n,(425) 766-8713,,,,,,
1676,Island Runners,,0,0,Oak Harbor,WA,3,0,0,0,0,0,v,(360) 679-7984,,,daphneleec@hotmail.com,,$5 min,Daphne
1677,AARK,,0,0,Olympia,WA,3,0,0,0,0,0,n,(360) 273-8294,,,,360-888-3093,,Tim
1678,Capital courier,,0,0,Olympia,WA,3,0,0,0,0,0,n,(360) 357-3330,(360) 352-1924,,,,,
1679,Yellow Cab,,0,0,Olympia,WA,3,0,0,0,0,0,n,(360) 753-3333,,,,,,
1680,Courier Plus,,0,0,Pasco,WA,3,0,0,0,0,0,n,(509) 948-1934,,,,Garry: 509-547-6488,,
1681,S & R courier,,0,0,Pasco,WA,4,0,0,0,0,0,n,(509) 947-0455,,,haymarylee55@live.com,947-545-9494,,
1682,Tri City cab,,0,0,Pasco,WA,3,0,0,0,0,0,n,(509) 783-1234,(509) 545-2163,,,,,
1683,Olympic Delivery Service,,0,0,Port Angeles,WA,3,0,0,0,0,0,n,(360) 457-3597,,,,,,
1684,Sun Taxi,,0,0,Port Angeles,WA,3,0,0,0,0,0,n,(360) 912-5666,,,,,,
1685,Pacific Courier,,0,0,Portland,WA,5,0,0,0,0,0,n,(866) 553-0030,2063917760cell,,,,,
1686,"Delivery Express, Inc.",,0,0,Renton,WA,3,0,0,0,0,0,n,(425) 251-3533,(425) 251-5225,,,,,David
1687,American Expediting,,0,0,Seattle,WA,5,0,1,0,0,0,n,(253) 859-4840,,,,,,John
1688,Aquarius,,0,0,Seattle,WA,4,0,0,0,0,0,"t,v",(213) 448-2359,,,leobaclay@earthlink.net,,good rates,Leo Baclay
1689,Blue Flash,,0,0,Seattle,WA,3,0,0,0,0,0,n,(206) 547-9708,,,,,,Tony
1690,"ENA Couriers, INC.",,0,0,Seattle,WA,2,0,0,0,0,0,n,(800) 759-7164,(206) 762-5363,,skelly@enacouriers.com,,$$$$,Steve
1691,Excess Courier,,0,0,Seattle,WA,3,0,0,0,0,0,n,(253) 405-1591,,,,,,Robert
1692,Express North America,,0,0,Seattle,WA,5,0,1,0,0,0,n,(253) 922-9477,(206) 299-9388,#19744,,,,
1693,Mountain West Logistics,,0,0,Seattle,WA,4,0,0,0,0,0,n,(206) 772-0810,,,dkskyway@msn.com,,,
1694,Stita Taxi,,0,0,Seattle,WA,3,0,0,0,0,0,n,(206) 246-9980,,,,,,Erika
1695,Active Air Freight,,0,0,Spokane,WA,5,0,1,0,0,0,n,(509) 534-4610,(509) 535-4461,,,,don’t ask for quote,
1696,City Parcel,,0,0,Spokane,WA,3,0,0,0,0,0,n,(509) 534-0511,(509) 534-0527,,,Ann: 509-926-3416,,Ann
1697,MJ's On Time Courier,,0,0,Spokane,WA,1,0,0,0,0,0,n,,,,,509-475-8541,,
1698,Spokane Courier Service,,0,0,Spokane,WA,2,0,0,0,0,0,n,(509) 688-0125,(866) 885-5141,,,509-279-0115,$$$ min $45,
1699,United Cab,,0,0,Spokane,WA,3,0,0,0,0,0,n,(509) 315-6223,,,spokanetaxicabs@gmail.com,"5099446464, 5092636661",$1.65-$1.75-mi,Singh
1700,Fast Reaction delivery Services,,47.2509801,-122.4482412,Tacoma,WA,3,0,0,0,0,0,n,(888) 252-0081,,,,,,
1701,Tacoma Yellow Cab,,0,0,Tacoma,WA,3,0,0,0,0,0,n,(253) 472-3303,(253) 473-3652,,,,,Betsy
1702,Branthill Inc,,0,0,Vancouver,WA,3,0,0,0,0,0,n,(360) 695-9005,(360) 695-9005,,,,"607 W 28th St.,Vancouver,WA 98660",Brian
1703,Central Washungton Courier,,0,0,Yakima,WA,3,0,0,0,0,0,n,(509) 307-2346,,,cwcinc.dp@gmail.com,,,
1704,Legal Courier,,0,0,Yakima,WA,3,0,0,0,0,0,n,(509) 453-1134,(509) 575-6680,,,,,Scott
1705,MBE-UPS Store,,0,0,Yelm,WA,3,0,0,0,0,0,n,(360) 400-6245,(360) 400-1222,,,,hfpu-$15,Diane
1706,Central Courier,,0,0,Appleton,WI,3,0,0,0,0,0,n,(800) 559-0552,(920) 733-7696,,,,,
1707,Dunham Express,,0,0,Appleton,WI,3,0,0,0,0,0,n,(920) 722-6360,,#7823,,,,
1708,Fox Valley,,0,0,Appleton,WI,4,0,0,0,0,0,n,(920) 734-4545,,,,,,
1709,US Pack,,0,0,Appleton,WI,3,0,0,0,0,0,n,(920) 733-3590,,,,,,
